Year,Month,Condition,Age Group,COVID-19 Deaths
2022,3,Other diseases of the circulatory system,Not stated,0
2022,4,Other diseases of the circulatory system,Not stated,0
2022,5,Other diseases of the circulatory system,Not stated,0
2022,6,Other diseases of the circulatory system,Not stated,0
2022,7,Other diseases of the circulatory system,Not stated,0
2022,8,Other diseases of the circulatory system,Not stated,0
2022,9,Other diseases of the circulatory system,Not stated,0
2022,10,Other diseases of the circulatory system,Not stated,0
2022,11,Other diseases of the circulatory system,Not stated,0
2022,12,Other diseases of the circulatory system,Not stated,0
2023,1,Other diseases of the circulatory system,Not stated,0
2023,2,Other diseases of the circulatory system,Not stated,0
2023,3,Other diseases of the circulatory system,Not stated,0
2020,1,Other diseases of the circulatory system,All Ages,3
2020,2,Other diseases of the circulatory system,All Ages,3
2020,3,Other diseases of the circulatory system,All Ages,356
2020,4,Other diseases of the circulatory system,All Ages,2815
2020,5,Other diseases of the circulatory system,All Ages,2121
2020,6,Other diseases of the circulatory system,All Ages,1104
2020,7,Other diseases of the circulatory system,All Ages,1791
2020,8,Other diseases of the circulatory system,All Ages,1808
2020,9,Other diseases of the circulatory system,All Ages,1290
2020,10,Other diseases of the circulatory system,All Ages,1680
2020,11,Other diseases of the circulatory system,All Ages,3637
2020,12,Other diseases of the circulatory system,All Ages,6558
2021,1,Other diseases of the circulatory system,All Ages,7253
2021,2,Other diseases of the circulatory system,All Ages,3711
2021,3,Other diseases of the circulatory system,All Ages,1946
2021,4,Other diseases of the circulatory system,All Ages,1608
2021,5,Other diseases of the circulatory system,All Ages,1378
2021,6,Other diseases of the circulatory system,All Ages,787
2021,7,Other diseases of the circulatory system,All Ages,957
2021,8,Other diseases of the circulatory system,All Ages,3321
2021,9,Other diseases of the circulatory system,All Ages,4875
2021,10,Other diseases of the circulatory system,All Ages,3593
2021,11,Other diseases of the circulatory system,All Ages,2878
2021,12,Other diseases of the circulatory system,All Ages,3849
2022,1,Other diseases of the circulatory system,All Ages,7535
2022,2,Other diseases of the circulatory system,All Ages,4990
2022,3,Other diseases of the circulatory system,All Ages,1893
2022,4,Other diseases of the circulatory system,All Ages,801
2022,5,Other diseases of the circulatory system,All Ages,917
2022,6,Other diseases of the circulatory system,All Ages,1105
2022,7,Other diseases of the circulatory system,All Ages,1553
2022,8,Other diseases of the circulatory system,All Ages,1608
2022,9,Other diseases of the circulatory system,All Ages,1318
2022,10,Other diseases of the circulatory system,All Ages,1116
2022,11,Other diseases of the circulatory system,All Ages,1147
2022,12,Other diseases of the circulatory system,All Ages,1593
2023,1,Other diseases of the circulatory system,All Ages,1641
2023,2,Other diseases of the circulatory system,All Ages,1125
2023,3,Other diseases of the circulatory system,All Ages,414
2020,1,Sepsis,0-24,0
2020,2,Sepsis,0-24,0
2020,3,Sepsis,0-24,1
2020,4,Sepsis,0-24,10
2020,5,Sepsis,0-24,7
2020,6,Sepsis,0-24,5
2020,7,Sepsis,0-24,8
2020,8,Sepsis,0-24,10
2020,9,Sepsis,0-24,6
2020,10,Sepsis,0-24,4
2020,11,Sepsis,0-24,7
2020,12,Sepsis,0-24,14
2021,1,Sepsis,0-24,13
2021,2,Sepsis,0-24,17
2021,3,Sepsis,0-24,8
2021,4,Sepsis,0-24,8
2021,5,Sepsis,0-24,10
2021,6,Sepsis,0-24,1
2021,7,Sepsis,0-24,12
2021,8,Sepsis,0-24,47
2021,9,Sepsis,0-24,38
2021,10,Sepsis,0-24,24
2021,11,Sepsis,0-24,16
2021,12,Sepsis,0-24,30
2022,1,Sepsis,0-24,32
2022,2,Sepsis,0-24,20
2022,3,Sepsis,0-24,8
2022,4,Sepsis,0-24,2
2022,5,Sepsis,0-24,8
2022,6,Sepsis,0-24,5
2022,7,Sepsis,0-24,4
2022,8,Sepsis,0-24,8
2022,9,Sepsis,0-24,2
2022,10,Sepsis,0-24,4
2022,11,Sepsis,0-24,3
2022,12,Sepsis,0-24,7
2023,1,Sepsis,0-24,5
2023,2,Sepsis,0-24,2
2023,3,Sepsis,0-24,2
2020,1,Sepsis,25-34,0
2020,2,Sepsis,25-34,0
2020,3,Sepsis,25-34,9
2020,4,Sepsis,25-34,38
2020,5,Sepsis,25-34,24
2020,6,Sepsis,25-34,24
2020,7,Sepsis,25-34,38
2020,8,Sepsis,25-34,21
2020,9,Sepsis,25-34,32
2020,10,Sepsis,25-34,16
2020,11,Sepsis,25-34,25
2020,12,Sepsis,25-34,35
2021,1,Sepsis,25-34,95
2021,2,Sepsis,25-34,40
2021,3,Sepsis,25-34,22
2021,4,Sepsis,25-34,18
2021,5,Sepsis,25-34,27
2021,6,Sepsis,25-34,17
2021,7,Sepsis,25-34,21
2021,8,Sepsis,25-34,119
2021,9,Sepsis,25-34,170
2021,10,Sepsis,25-34,128
2021,11,Sepsis,25-34,64
2021,12,Sepsis,25-34,76
2022,1,Sepsis,25-34,129
2022,2,Sepsis,25-34,66
2022,3,Sepsis,25-34,19
2022,4,Sepsis,25-34,8
2022,5,Sepsis,25-34,7
2022,6,Sepsis,25-34,11
2022,7,Sepsis,25-34,11
2022,8,Sepsis,25-34,11
2022,9,Sepsis,25-34,6
2022,10,Sepsis,25-34,7
2022,11,Sepsis,25-34,6
2022,12,Sepsis,25-34,13
2023,1,Sepsis,25-34,9
2023,2,Sepsis,25-34,3
2023,3,Sepsis,25-34,1
2020,1,Sepsis,35-44,0
2020,2,Sepsis,35-44,1
2020,3,Sepsis,35-44,15
2020,4,Sepsis,35-44,100
2020,5,Sepsis,35-44,65
2020,6,Sepsis,35-44,50
2020,7,Sepsis,35-44,105
2020,8,Sepsis,35-44,92
2020,9,Sepsis,35-44,52
2020,10,Sepsis,35-44,42
2020,11,Sepsis,35-44,88
2020,12,Sepsis,35-44,143
2021,1,Sepsis,35-44,244
2021,2,Sepsis,35-44,138
2021,3,Sepsis,35-44,76
2021,4,Sepsis,35-44,66
2021,5,Sepsis,35-44,92
2021,6,Sepsis,35-44,46
2021,7,Sepsis,35-44,80
2021,8,Sepsis,35-44,366
2021,9,Sepsis,35-44,484
2021,10,Sepsis,35-44,310
2021,11,Sepsis,35-44,182
2021,12,Sepsis,35-44,229
2022,1,Sepsis,35-44,307
2022,2,Sepsis,35-44,158
2022,3,Sepsis,35-44,49
2022,4,Sepsis,35-44,17
2022,5,Sepsis,35-44,12
2022,6,Sepsis,35-44,28
2022,7,Sepsis,35-44,40
2022,8,Sepsis,35-44,29
2022,9,Sepsis,35-44,19
2022,10,Sepsis,35-44,15
2022,11,Sepsis,35-44,18
2022,12,Sepsis,35-44,23
2023,1,Sepsis,35-44,15
2023,2,Sepsis,35-44,13
2023,3,Sepsis,35-44,9
2020,1,Sepsis,45-54,0
2020,2,Sepsis,45-54,1
2020,3,Sepsis,45-54,50
2020,4,Sepsis,45-54,314
2020,5,Sepsis,45-54,219
2020,6,Sepsis,45-54,157
2020,7,Sepsis,45-54,283
2020,8,Sepsis,45-54,303
2020,9,Sepsis,45-54,150
2020,10,Sepsis,45-54,155
2020,11,Sepsis,45-54,250
2020,12,Sepsis,45-54,563
2021,1,Sepsis,45-54,614
2021,2,Sepsis,45-54,402
2021,3,Sepsis,45-54,245
2021,4,Sepsis,45-54,197
2021,5,Sepsis,45-54,193
2021,6,Sepsis,45-54,126
2021,7,Sepsis,45-54,187
2021,8,Sepsis,45-54,767
2021,9,Sepsis,45-54,1098
2021,10,Sepsis,45-54,699
2021,11,Sepsis,45-54,397
2021,12,Sepsis,45-54,475
2022,1,Sepsis,45-54,764
2022,2,Sepsis,45-54,437
2022,3,Sepsis,45-54,138
2022,4,Sepsis,45-54,44
2022,5,Sepsis,45-54,40
2022,6,Sepsis,45-54,43
2022,7,Sepsis,45-54,81
2022,8,Sepsis,45-54,85
2022,9,Sepsis,45-54,56
2022,10,Sepsis,45-54,48
2022,11,Sepsis,45-54,35
2022,12,Sepsis,45-54,66
2023,1,Sepsis,45-54,57
2023,2,Sepsis,45-54,33
2023,3,Sepsis,45-54,21
2020,1,Sepsis,55-64,0
2020,2,Sepsis,55-64,0
2020,3,Sepsis,55-64,105
2020,4,Sepsis,55-64,812
2020,5,Sepsis,55-64,557
2020,6,Sepsis,55-64,334
2020,7,Sepsis,55-64,587
2020,8,Sepsis,55-64,670
2020,9,Sepsis,55-64,392
2020,10,Sepsis,55-64,388
2020,11,Sepsis,55-64,692
2020,12,Sepsis,55-64,1403
2021,1,Sepsis,55-64,1759
2021,2,Sepsis,55-64,1035
2021,3,Sepsis,55-64,607
2021,4,Sepsis,55-64,442
2021,5,Sepsis,55-64,454
2021,6,Sepsis,55-64,242
2021,7,Sepsis,55-64,311
2021,8,Sepsis,55-64,1261
2021,9,Sepsis,55-64,1833
2021,10,Sepsis,55-64,1263
2021,11,Sepsis,55-64,796
2021,12,Sepsis,55-64,1024
2022,1,Sepsis,55-64,1725
2022,2,Sepsis,55-64,1149
2022,3,Sepsis,55-64,358
2022,4,Sepsis,55-64,107
2022,5,Sepsis,55-64,107
2022,6,Sepsis,55-64,122
2022,7,Sepsis,55-64,184
2022,8,Sepsis,55-64,209
2022,9,Sepsis,55-64,150
2022,10,Sepsis,55-64,105
2022,11,Sepsis,55-64,126
2022,12,Sepsis,55-64,151
2023,1,Sepsis,55-64,203
2023,2,Sepsis,55-64,98
2023,3,Sepsis,55-64,37
2020,1,Sepsis,65-74,0
2020,2,Sepsis,65-74,0
2020,3,Sepsis,65-74,172
2020,4,Sepsis,65-74,1215
2020,5,Sepsis,65-74,970
2020,6,Sepsis,65-74,502
2020,7,Sepsis,65-74,940
2020,8,Sepsis,65-74,1024
2020,9,Sepsis,65-74,697
2020,10,Sepsis,65-74,727
2020,11,Sepsis,65-74,1338
2020,12,Sepsis,65-74,2451
2021,1,Sepsis,65-74,3011
2021,2,Sepsis,65-74,1676
2021,3,Sepsis,65-74,890
2021,4,Sepsis,65-74,608
2021,5,Sepsis,65-74,533
2021,6,Sepsis,65-74,264
2021,7,Sepsis,65-74,333
2021,8,Sepsis,65-74,1362
2021,9,Sepsis,65-74,1838
2021,10,Sepsis,65-74,1350
2021,11,Sepsis,65-74,912
2021,12,Sepsis,65-74,1260
2022,1,Sepsis,65-74,2470
2022,2,Sepsis,65-74,1760
2022,3,Sepsis,65-74,526
2022,4,Sepsis,65-74,184
2022,5,Sepsis,65-74,173
2022,6,Sepsis,65-74,199
2022,7,Sepsis,65-74,301
2022,8,Sepsis,65-74,380
2022,9,Sepsis,65-74,317
2022,10,Sepsis,65-74,264
2022,11,Sepsis,65-74,253
2022,12,Sepsis,65-74,400
2023,1,Sepsis,65-74,423
2023,2,Sepsis,65-74,228
2023,3,Sepsis,65-74,64
2020,1,Sepsis,75-84,0
2020,2,Sepsis,75-84,0
2020,3,Sepsis,75-84,181
2020,4,Sepsis,75-84,1220
2020,5,Sepsis,75-84,880
2020,6,Sepsis,75-84,432
2020,7,Sepsis,75-84,762
2020,8,Sepsis,75-84,904
2020,9,Sepsis,75-84,588
2020,10,Sepsis,75-84,723
2020,11,Sepsis,75-84,1411
2020,12,Sepsis,75-84,2516
2021,1,Sepsis,75-84,2811
2021,2,Sepsis,75-84,1444
2021,3,Sepsis,75-84,685
2021,4,Sepsis,75-84,476
2021,5,Sepsis,75-84,348
2021,6,Sepsis,75-84,188
2021,7,Sepsis,75-84,242
2021,8,Sepsis,75-84,966
2021,9,Sepsis,75-84,1187
2021,10,Sepsis,75-84,874
2021,11,Sepsis,75-84,671
2021,12,Sepsis,75-84,938
2022,1,Sepsis,75-84,2142
2022,2,Sepsis,75-84,1527
2022,3,Sepsis,75-84,447
2022,4,Sepsis,75-84,154
2022,5,Sepsis,75-84,173
2022,6,Sepsis,75-84,299
2022,7,Sepsis,75-84,425
2022,8,Sepsis,75-84,435
2022,9,Sepsis,75-84,345
2022,10,Sepsis,75-84,306
2022,11,Sepsis,75-84,316
2022,12,Sepsis,75-84,522
2023,1,Sepsis,75-84,520
2023,2,Sepsis,75-84,318
2023,3,Sepsis,75-84,131
2020,1,Sepsis,85+,0
2020,2,Sepsis,85+,0
2020,3,Sepsis,85+,135
2020,4,Sepsis,85+,1015
2020,5,Sepsis,85+,712
2020,6,Sepsis,85+,335
2020,7,Sepsis,85+,485
2020,8,Sepsis,85+,549
2020,9,Sepsis,85+,387
2020,10,Sepsis,85+,472
2020,11,Sepsis,85+,867
2020,12,Sepsis,85+,1679
2021,1,Sepsis,85+,1677
2021,2,Sepsis,85+,792
2021,3,Sepsis,85+,339
2021,4,Sepsis,85+,233
2021,5,Sepsis,85+,176
2021,6,Sepsis,85+,92
2021,7,Sepsis,85+,124
2021,8,Sepsis,85+,436
2021,9,Sepsis,85+,490
2021,10,Sepsis,85+,393
2021,11,Sepsis,85+,321
2021,12,Sepsis,85+,445
2022,1,Sepsis,85+,1374
2022,2,Sepsis,85+,881
2022,3,Sepsis,85+,292
2022,4,Sepsis,85+,114
2022,5,Sepsis,85+,179
2022,6,Sepsis,85+,272
2022,7,Sepsis,85+,407
2022,8,Sepsis,85+,380
2022,9,Sepsis,85+,322
2022,10,Sepsis,85+,268
2022,11,Sepsis,85+,309
2022,12,Sepsis,85+,482
2023,1,Sepsis,85+,547
2023,2,Sepsis,85+,278
2023,3,Sepsis,85+,114
2020,1,Sepsis,Not stated,0
2020,2,Sepsis,Not stated,0
2020,3,Sepsis,Not stated,0
2020,4,Sepsis,Not stated,0
2020,5,Sepsis,Not stated,0
2020,6,Sepsis,Not stated,0
2020,7,Sepsis,Not stated,0
2020,8,Sepsis,Not stated,0
2020,9,Sepsis,Not stated,0
2020,10,Sepsis,Not stated,0
2020,11,Sepsis,Not stated,0
2020,12,Sepsis,Not stated,1
2021,1,Sepsis,Not stated,0
2021,2,Sepsis,Not stated,0
2021,3,Sepsis,Not stated,0
2021,4,Sepsis,Not stated,0
2021,5,Sepsis,Not stated,0
2021,6,Sepsis,Not stated,0
2021,7,Sepsis,Not stated,0
2021,8,Sepsis,Not stated,0
2021,9,Sepsis,Not stated,0
2021,10,Sepsis,Not stated,0
2021,11,Sepsis,Not stated,0
2021,12,Sepsis,Not stated,0
2022,1,Sepsis,Not stated,1
2022,2,Sepsis,Not stated,0
2022,3,Sepsis,Not stated,0
2022,4,Sepsis,Not stated,0
2022,5,Sepsis,Not stated,0
2022,6,Sepsis,Not stated,0
2022,7,Sepsis,Not stated,0
2022,8,Sepsis,Not stated,0
2022,9,Sepsis,Not stated,0
2022,10,Sepsis,Not stated,0
2022,11,Sepsis,Not stated,0
2022,12,Sepsis,Not stated,0
2023,1,Sepsis,Not stated,0
2023,2,Sepsis,Not stated,0
2023,3,Sepsis,Not stated,0
2020,1,Sepsis,All Ages,0
2020,2,Sepsis,All Ages,2
2020,3,Sepsis,All Ages,668
2020,4,Sepsis,All Ages,4724
2020,5,Sepsis,All Ages,3434
2020,6,Sepsis,All Ages,1839
2020,7,Sepsis,All Ages,3208
2020,8,Sepsis,All Ages,3573
2020,9,Sepsis,All Ages,2304
2020,10,Sepsis,All Ages,2527
2020,11,Sepsis,All Ages,4678
2020,12,Sepsis,All Ages,8805
2021,1,Sepsis,All Ages,10224
2021,2,Sepsis,All Ages,5544
2021,3,Sepsis,All Ages,2872
2021,4,Sepsis,All Ages,2048
2021,5,Sepsis,All Ages,1833
2021,6,Sepsis,All Ages,976
2021,7,Sepsis,All Ages,1310
2021,8,Sepsis,All Ages,5324
2021,9,Sepsis,All Ages,7138
2021,10,Sepsis,All Ages,5041
2021,11,Sepsis,All Ages,3359
2021,12,Sepsis,All Ages,4477
2022,1,Sepsis,All Ages,8944
2022,2,Sepsis,All Ages,5998
2022,3,Sepsis,All Ages,1837
2022,4,Sepsis,All Ages,630
2022,5,Sepsis,All Ages,699
2022,6,Sepsis,All Ages,979
2022,7,Sepsis,All Ages,1453
2022,8,Sepsis,All Ages,1537
2022,9,Sepsis,All Ages,1217
2022,10,Sepsis,All Ages,1017
2022,11,Sepsis,All Ages,1066
2022,12,Sepsis,All Ages,1664
2023,1,Sepsis,All Ages,1779
2023,2,Sepsis,All Ages,973
2023,3,Sepsis,All Ages,379
2020,1,Malignant neoplasms,0-24,0
2020,2,Malignant neoplasms,0-24,0
2020,3,Malignant neoplasms,0-24,1
2020,4,Malignant neoplasms,0-24,4
2020,5,Malignant neoplasms,0-24,3
2020,6,Malignant neoplasms,0-24,5
2020,7,Malignant neoplasms,0-24,6
2020,8,Malignant neoplasms,0-24,7
2020,9,Malignant neoplasms,0-24,0
2020,10,Malignant neoplasms,0-24,2
2020,11,Malignant neoplasms,0-24,4
2020,12,Malignant neoplasms,0-24,8
2021,1,Malignant neoplasms,0-24,14
2021,2,Malignant neoplasms,0-24,5
2021,3,Malignant neoplasms,0-24,4
2021,4,Malignant neoplasms,0-24,3
2021,5,Malignant neoplasms,0-24,5
2021,6,Malignant neoplasms,0-24,3
2021,7,Malignant neoplasms,0-24,4
2021,8,Malignant neoplasms,0-24,6
2021,9,Malignant neoplasms,0-24,7
2021,10,Malignant neoplasms,0-24,2
2021,11,Malignant neoplasms,0-24,8
2021,12,Malignant neoplasms,0-24,4
2022,1,Malignant neoplasms,0-24,12
2022,2,Malignant neoplasms,0-24,14
2022,3,Malignant neoplasms,0-24,3
2022,4,Malignant neoplasms,0-24,2
2022,5,Malignant neoplasms,0-24,4
2022,6,Malignant neoplasms,0-24,5
2022,7,Malignant neoplasms,0-24,2
2022,8,Malignant neoplasms,0-24,6
2022,9,Malignant neoplasms,0-24,3
2022,10,Malignant neoplasms,0-24,3
2022,11,Malignant neoplasms,0-24,7
2022,12,Malignant neoplasms,0-24,3
2023,1,Malignant neoplasms,0-24,1
2023,2,Malignant neoplasms,0-24,0
2023,3,Malignant neoplasms,0-24,0
2020,1,Malignant neoplasms,25-34,0
2020,2,Malignant neoplasms,25-34,0
2020,3,Malignant neoplasms,25-34,1
2020,4,Malignant neoplasms,25-34,9
2020,5,Malignant neoplasms,25-34,5
2020,6,Malignant neoplasms,25-34,6
2020,7,Malignant neoplasms,25-34,8
2020,8,Malignant neoplasms,25-34,4
2020,9,Malignant neoplasms,25-34,6
2020,10,Malignant neoplasms,25-34,6
2020,11,Malignant neoplasms,25-34,7
2020,12,Malignant neoplasms,25-34,10
2021,1,Malignant neoplasms,25-34,20
2021,2,Malignant neoplasms,25-34,12
2021,3,Malignant neoplasms,25-34,11
2021,4,Malignant neoplasms,25-34,5
2021,5,Malignant neoplasms,25-34,3
2021,6,Malignant neoplasms,25-34,6
2021,7,Malignant neoplasms,25-34,4
2021,8,Malignant neoplasms,25-34,12
2021,9,Malignant neoplasms,25-34,10
2021,10,Malignant neoplasms,25-34,17
2021,11,Malignant neoplasms,25-34,6
